Date,AAPL,ABT,ADBE,ADUS,AMGN,AMZN,CAT,CMCSA,COST,CSCO,CVX,DIS,ECL,EMR,EOG,EXEL,FFIV,GD,GE,GOOGL,GS,HD,INCY,JNJ,JPM,KO,LNN,MCD,MDT,MS,MSFT,MU,NEE,NTAP,NVDA,OII,OKE,PG,PH,PLAB,PLD,PLUS,QCOM,REGN,SHW,TJX,TXN,UNH,UNP,WMT,^GSPC
2010-02-28,0.06539617877453541,0.02531181178377029,0.07275549053642094,-0.10430834821872659,-0.03197608049065015,-0.055896674360343956,0.09207504781830034,0.0385342621919742,0.06490220301622918,0.08277713299896328,0.012090463180628896,0.05719130936428929,-0.04009068963438445,0.14801979998740622,0.04014595565790424,-0.024132778504900476,0.12886908542498565,0.08526596240798345,0.004990275052025428,-0.005925203301137993,0.053661453426396166,0.11388814914941503,-0.001872701984285463,0.009895892229818237,0.07781272778525095,-0.028202690013437004,-0.08331716695951985,0.0314385050347088,0.011891099997554333,0.05227882599045253,0.022145367068828525,0.03899095662109864,-0.038745424266328765,0.03020955564883776,0.05263137860686262,0.10511905252157949,0.050723124113134066,0.02810711142504929,0.08352804489969978,0.14285719593734725,0.014166911248135738,0.04325708776303516,-0.059900470896902536,-0.08252065144929366,0.006121584019754156,0.0987275996851622,0.08355541092435614,0.02606080075066819,0.11810120527448809,0.011978150619422756,0.028513689046546054
2010-03-31,0.14847010849176523,-0.02947721062003439,0.020779145001425636,-0.2354430520330133,0.05705690758121573,0.1467060379504379,0.10166526652299801,0.14537729220834383,-0.02066631083853321,0.06987271016834296,0.048824385957008554,0.11747774751015028,0.04675326320751605,0.0633713414655146,-0.011802007958675143,-0.06182374520887346,0.10448032098148463,0.06409354748968599,0.13325094801784032,0.07653776122235834,0.09133378889500676,0.04457199950409385,0.3067542687214502,0.03492029092702653,0.06623716290954063,0.051786129586585794,0.12496556377446222,0.04494953305700933,0.03755748611613807,0.03938930752216541,0.021625449560502163,0.1445912628590551,0.04226820661423769,0.08430543041929273,0.07407395502397307,0.05028940357449829,0.029776749344777587,-0.00015818302700987275,0.07345389892568632,0.15909086229387492,0.1305447686093646,0.0701216798703801,0.14394734125357944,0.08299256670905164,0.06784531641489244,0.021378903703892727,0.0036917912049800883,-0.03514460094109739,0.08802058771816679,0.03409312964388023,0.058796425545497355
2010-04-30,0.11102147074468816,-0.020671841899681187,-0.05004242327437791,-0.1986754663649014,-0.04227965178035953,0.009796006270073487,0.09013061500212904,0.05523530351127337,-0.010550533931366957,0.0345757425352764,0.0739809593262255,0.05528464499653918,0.11126282712461122,0.03754471438438567,0.20811322645919028,-0.04448104996554125,0.11033586109377147,-0.005484908536937727,0.036263861031074374,-0.07303573038477762,-0.14903623570479663,0.08902694086540741,-0.0351759306574041,-0.013803356480071916,-0.047426892963010836,-0.028182181337692236,-0.08162311250848475,0.05800278109560053,-0.025360351419872584,0.033477711604403604,0.042676991783802354,-0.09836062636259635,0.07697086463420666,0.06545784281477651,-0.09712669670562757,0.031658417490338264,0.08629819674199712,-0.009982587378307595,0.0685819722762766,0.0686274335641941,0.022760526028047234,0.060399000030617156,-0.07816954358275263,-0.036239932806882535,0.1535160587170885,0.08983990582341361,0.06776215302183042,-0.07138474136448048,0.03219699219097949,-0.03525214599826876,0.014759230482012997
2010-05-31,-0.016124864305671838,-0.07036777299328878,-0.04523799738375334,0.2768594284101935,-0.09649287101119897,-0.08490156877685595,-0.10765142789488191,-0.08497692512532107,-0.010662214701052442,-0.13999275351512508,-0.08448233020855411,-0.09283364128253424,-0.03296533973132776,-0.10484640420276403,-0.06493026645482458,-0.10689661069091894,0.027765622057657646,-0.11079109348907645,-0.13308636082726122,-0.07622222436887638,-0.003989169304911999,-0.038887810220234464,-0.04092256355895374,-0.0850307645649192,-0.07045600799435492,-0.038353875372493795,-0.09954451051249269,-0.044739276852479914,-0.10322774295045467,-0.10291181946415628,-0.1513943105893406,-0.02780723951155306,-0.04072998543011408,0.08681864516768689,-0.16358946490747017,-0.29358783694440704,-0.09503448777538293,-0.01721391348849033,-0.1080941089962435,-0.07155961103385478,-0.06927462169129228,-0.05964527848866674,-0.07573011191761247,0.11907554957061284,-0.013898490569206223,-0.015764133374184364,-0.061131036263877725,-0.04091074195919475,-0.051342343537682855,-0.05194410430258278,-0.08197584207319053
2010-06-30,-0.020826538789920357,-0.016400264548785737,-0.1761222320258562,-0.03236242958260771,0.01583644602374612,-0.12912481640666507,-0.011356016501591015,-0.03980129045872749,-0.05871221887928901,-0.0798786696693119,-0.08135911678658969,-0.05745076449573816,-0.045939075377104954,-0.059215931966640656,-0.06171362317771767,-0.33011580239315186,-0.025024912418718737,-0.13141673663423403,-0.11244279412546188,-0.08376753646720103,-0.09004507585261401,-0.16517939744738053,-0.14119477114221546,0.013035738892235305,-0.07503793365438649,-0.016653721947430866,-0.07257845122759721,-0.014953869733211889,-0.0742725409017595,-0.1438586086903778,-0.10813992130583117,-0.06600656834766516,-0.013352429318475356,-0.00981926928369059,-0.22298357774514987,-0.029608821940620977,-0.02743417580848795,-0.018169734213740685,-0.09762430771041641,-0.10671936125682968,-0.08561556659275815,0.0,-0.07649052987001581,-0.2187609467508258,-0.09708983633544666,-0.07721040550323222,-0.046682145379715156,-0.018948084875606286,-0.026879533441909076,-0.04924828665267589,-0.05388244223983851
2010-07-31,0.022740299265403552,0.058909982502619807,0.08664392666428622,-0.11705682391847072,0.036692177499063394,0.07898590009148321,0.16887825500360965,0.12693343432761073,0.034288046552994,0.08258968222608765,0.12304699120689455,0.0695238834757661,0.08906765861303922,0.13389802261708827,-0.007403025920415529,-0.1008645937076047,0.28088088408850087,0.04593562308896648,0.11789173838217781,0.08967304747929128,0.14892912403629954,0.015674669068767244,0.1761518352932907,-0.016424535803525653,0.10175062278954261,0.09956163743049995,0.09750704607704952,0.058600400090091265,0.02567463921980284,0.16501838306467898,0.12168667049939197,-0.1425207048161794,0.0726003362075116,0.13374371766630788,-0.09990196876579649,0.10200452583710917,0.08626803427782548,0.02765313605902242,0.12008652660937935,0.0,0.0653011392606273,0.023428610687338924,0.15956125863997594,0.0837814381812847,-0.0005781134972850932,-0.010250164613104573,0.06556560847114157,0.0721832517299732,0.07423388619295745,0.064905740851952,0.06877784957463517
2010-08-31,-0.05500479300585548,0.005296891644492652,-0.03551527071035654,-0.01136371538494263,-0.06400157558852404,0.05886845959709941,-0.06580681606488459,-0.12172590625143143,-7.850704941281261e-05,-0.1335064236739617,-0.018858327966772448,-0.034134797547058504,-0.030873582288543977,-0.052079881306540954,-0.10902557428826276,-0.04807687899064572,-0.004554269811451572,-0.08783696476988168,-0.10173715839664832,-0.07183661408622766,-0.08981696968458253,-0.01590463319522084,-0.03917052311451563,-0.009161792921995482,-0.09731835352905582,0.013971855858442295,0.0626271701382346,0.05560134044107956,-0.14931001629173346,-0.08521649902554906,-0.08581221843848774,-0.11263736946504554,0.03689132061970413,-0.04539008429272873,0.015233760044162548,0.010711203317764983,-0.07779985218248531,-0.02436207412931668,-0.04372977172782877,-0.04646018562679877,-0.04687491021651713,0.008375052071790456,0.010826314867347087,-0.09136017172922717,0.0230731418626533,-0.040727683729490094,-0.06763869816081458,0.041707756257357564,-0.018696408153846877,-0.014795637410554008,-0.04744918363260475
2010-09-30,0.16721537803111053,0.0587761644538598,-0.05595671847355921,-0.2394635654833096,0.07974131101055315,0.25819118622479587,0.20748914568234111,0.05731022055461277,0.14141610782758773,0.09554765198359783,0.0940876449737722,0.01720968303124959,0.0737835014884407,0.12883246105303736,0.07021985930161079,0.31986533283915675,0.18734984783533482,0.12421749921310021,0.1305401584986241,0.1683704633373464,0.05586789619408239,0.1387491159301859,0.2781774163522439,0.08663594636095162,0.04675437896446799,0.055177656387037644,0.1749388397764975,0.019847488364416854,0.06772625068318461,-0.0004054847779225712,0.0434600983801976,0.11609898590316847,0.012284005626385541,0.23303619447298352,0.2518764840302905,0.07698479408693548,0.04963863391177381,0.005027747040346142,0.1842463978182063,0.22737819769934364,0.11265250253633008,0.1877076330535805,0.1783292355732018,0.24658782901614806,0.06763287530463025,0.12446492964765765,0.1789748172769663,0.11095518138812599,0.12147007428793288,0.06741147566588479,0.08755110305113556
2010-10-31,0.060722105512739155,-0.009465918413258168,0.07648183667975172,-0.23425694207935954,0.03774264711906827,0.052018360628662386,0.0044864029431899155,0.14715477094023277,-0.023527227779184368,0.04383607139691681,0.01912363817584284,0.09154081472932662,-0.027985960906851237,0.04253660688905003,0.031195042029484865,0.14030604673296,0.13380213578955602,0.09177215217622137,-0.014153936849251592,0.16719581163907238,0.11446978492861581,-0.024621225799008162,0.04190119361378164,0.028727909466679025,-0.010022504640055496,0.04784706911584369,0.3307944339845399,0.043752283089898425,0.05615035379845912,0.009786067516519559,0.0890159332244056,0.14563146040561348,0.01195075632827658,0.06949203944126658,0.02910921268446609,0.14871903015556742,0.11683262628598645,0.06817889431135082,0.09263446728325064,0.18903591818736265,0.07636444333355197,-0.01958041971465485,0.0006646538644581312,-0.04708023465351996,-0.028879432450517828,0.028231685522323913,0.09436758777061138,0.026772370556507052,0.07188276654444481,0.012144741529295677,0.03685599403554063
2010-11-30,0.033790180145363724,-0.09372612218617482,-0.012433406259775959,0.36513162744837846,-0.07868535860602188,0.061550575211672065,0.07633571590557842,-0.028598707132061252,0.07710679050511549,-0.1618551073164669,-0.011345288915475926,0.01051776829979545,-0.030616169429801943,0.009220125215207542,-0.07072718385597188,0.2953020656864018,0.12047585643358927,-0.029800582783729213,-0.011859632979247303,-0.0944922873718389,-0.028835132165577315,-0.01475381430199707,-0.1290515989328922,-0.026048328715050473,-0.0061124129681718875,0.037288206227961807,0.02547805172183515,0.014695989889210948,-0.04825467259300076,-0.016485536181972127,-0.04704835023669063,-0.11985517938473556,-0.07139170637395698,-0.043567874187650846,0.13227900943965842,0.11685753177613223,0.02589309351726299,-0.039326901781975065,0.051807812070289394,0.015898236127033005,0.035473923120864725,0.10318607243332423,0.04088198499883178,0.103791578126605,0.0214437142231787,-0.002925014941605908,0.07541404654251083,0.013037558689284579,0.03203552175856483,-0.0014763771638314216,-0.002290249746576656
